id,title,time,lat,lng,decreepart
11624017,В Красносельском районе гражданин привлечен к ответственности за нарушение правил обращения с оружием,2017-11-20 13:07:00,59.836513,30.133829,ст.20.8 (Нарушение Правил Хранения Оружия и Патронов к Нему); Кодекс Об Административных Правонарушениях; Россия
11620224,"Полиция разыскивает злоумышленника, ограбившего пожилую женщину в Кронштадте",2017-11-20 08:35:00,59.998492,29.759626,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11617626,В Ленобласти задержан подозреваемый в хищении автомобиля,2017-11-19 10:48:00,60.07623830000001,30.121383,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11617623,В Петербурге задержан автоугонщик,2017-11-19 10:45:00,59.861774,30.174635,ч.1 ст.166 (Неправомерное Завладение Автомобилем); Уголовный Кодекс; Россия
11606722,В Санкт-Петербурге задержаны подозреваемые в хищении изразцовой печи XIX века,2017-11-17 11:23:00,59.972558,30.304503,"ч.2 ст.164 (Хищение Предметов, Имеющих Особую Ценность); Уголовный Кодекс; Россия"
11604535,В Красносельском районе Петербурга по «горячим» следам раскрыто разбойное нападение на случайного прохожего,2017-11-17 08:27:00,59.85937299999999,30.211193,ч.3 ст.162 (Разбой); Уголовный Кодекс; Россия
11594536,В Ленинградской области по «горячим» следам задержан подозреваемый в разбойном нападении на случайного прохожего,2017-11-16 08:46:00,60.07623830000001,30.121383,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11568968,В Петербурге задержаны подозреваемые в похищении местной жительницы,2017-11-13 13:02:00,59.717593,30.4060042,ч.2 ст.126 (Похищение Человека); Уголовный Кодекс; Россия
11565028,В Петроградском районе Петербурга раскрыто разбойное нападение на мужчину,2017-11-13 09:07:00,59.959253,30.315649,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11565011,Полиция расследует ограбление граждан в Красносельском и Адмиралтейском районах Петербурга,2017-11-13 09:06:00,59.8524445,30.140841,ст.161 (Грабеж); Уголовный Кодекс; Россия
11564554,Полиция расследует разбойное нападение на случайного прохожего в Московском районе Петербурга,2017-11-13 08:16:00,59.90328189999999,30.3274512,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11551342,Полиция Приморского района расследует кражу у пожилой петербурженки,2017-11-10 12:22:00,59.997294,30.314807,ч.3 ст.158 (Кража); Уголовный Кодекс; Россия
11548187,"В Петербурге задержаны трое граждан, подозреваемых в хищении малолитражных грузовых автомобилей на территории города",2017-11-10 08:37:00,60.01436,30.318753,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11538524,В Санкт-Петербурге полиция изъяла из незаконного оборота 20 килограммов насвая,2017-11-09 11:30:00,59.9284874,30.3278806,ст.14.53 (Несоблюдение Ограничений и Нарушений Запретов в Сфере Торговли Табачной Продукцией); Кодекс Об Административных Правонарушениях; Россия
11537259,"В Ленинградкой области полицейские задержали мужчину, подозреваемого в убийстве бывшей жены",2017-11-09 10:10:00,60.07623830000001,30.121383,ч.1 ст.105 (Убийство); Уголовный Кодекс; Россия
11530695,В Санкт-Петербурге раскрыта серия мошенничеств с недвижимостью,2017-11-08 15:31:00,59.917577,30.487477,ч.4 ст.159 (Мошенничество); Уголовный Кодекс; Россия
11525326,В Московском районе задержан подозреваемый в краже икры из торгового центра,2017-11-08 09:33:00,59.7886018,30.3210879,ч.1 ст.158 (Кража); Уголовный Кодекс; Россия
11525076,С поличным оперативники уголовного розыска задержали подозреваемого в карманной краже,2017-11-08 09:17:00,59.8524303,30.2441888,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11514852,Полицейские провели миграционный рейд в общежитии на севере Петербурга,2017-11-07 09:36:00,59.98155819999999,30.4072258,ч.3 ст.19.27 (Представление Ложных Сведений При Осуществлении Миграционного Учета); Кодекс Об Административных Правонарушениях; Россия
11514637,В Кировском районе Санкт-Петерубрга устанавливаются обстоятельства получения травм мужчиной,2017-11-07 09:21:00,59.85492300000001,30.261904,ч.2 ст.111 (Умышленное Причинение Тяжкого Вреда Здоровью); Уголовный Кодекс; Россия
11508797,В Невском районе «по горячим следам» задержан подозреваемый в грабеже,2017-11-05 10:10:00,59.84022839999999,30.4959368,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11496348,За минувшие сутки в Петербурге задержаны подозреваемые в трех карманных кражах,2017-11-03 08:25:00,59.8533509,30.2200454,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11496321,Полиция Калининского района Петербурга расследует ограбление автовладельца,2017-11-03 08:16:00,59.99501799999999,30.360386,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11475988,В Приморском районе Петербурга раскрыт уличный разбой,2017-11-01 08:16:00,59.8807905,30.458388,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11456233,Во Фрунзенском районе Петерубрга раскрыт уличный грабеж,2017-10-31 09:25:00,59.9083534,30.3420892,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11466212,В Красносельском районе Петербурга полиция расследует ограбление пожилого мужчины,2017-10-31 09:23:00,59.84840990000001,30.206329,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11465744,В Петербурге полицейские задержали подозреваемого в карманной краже,2017-10-31 08:34:00,60.01394439999999,30.3987119,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11455431,Оперативники уголовного розыска раскрыли квартирную кражу в Московском районе,2017-10-30 09:24:00,60.07623830000001,30.121383,"ч.3 ст.158 (Кража, Совершенная с Незаконным Проникновением в Жилище); Уголовный Кодекс; Россия"
11455369,Полиция расследует разбой в салоне сотовой связи в Красносельском районе Петербурга,2017-10-30 09:17:00,59.84765400000001,30.068018,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11452410,В Петербурге раскрыт грабеж в отношении прохожего,2017-10-29 10:43:00,59.8571974,30.3820193,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11442943,В Адмиралтейском районе Петербурга полицейские пресекли торговлю контрафактными спортивными товарами,2017-10-27 12:31:00,59.9245421,30.3181831,"ч.2 ст.14.10 (Реализация Товара, Содержащего Незаконное Воспроизведение Чужого Товарного Знака); Кодекс Об Административных Правонарушениях; Россия"
11439833,Полицейские раскрыли июльское ограбление подростка в Красногвардейском районе,2017-10-27 09:29:00,59.9342802,30.3350986,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11433550,Полицейские Адмиралтейского района задержали автоугонщика,2017-10-26 14:29:00,59.9099782,30.264819,ч.3 ст.158 (Кража); Уголовный Кодекс; Россия
11428941,В Санкт-Петербурге оперативники уголовного розыска по «горячим» следам раскрыли убийство,2017-10-26 09:24:00,59.93908379999999,30.3763043,ч.1 ст.105 (Убийство); Уголовный Кодекс; Россия
11420011,Во Фрунзенском районе Санкт-Петербурга задержаны подозреваемые в незаконном хранении оружия и боеприпасов,2017-10-25 11:19:00,59.86801080000001,30.3658736,ч.1 ст.222 (Незаконное Хранение Оружия и Боеприпасов); Уголовный Кодекс; Россия
11395091,В Петербурге полицейские задержали «карманника»,2017-10-21 10:09:00,60.0317146,30.3205306,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11386651,Сотрудники полиции задержали подозреваемых в разбое в отношении двух молодых жителей Кировского района,2017-10-20 09:15:00,59.82705670000001,30.1979701,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11386583,В Красносельском районе Петербурга раскрыто разбойное нападение на магазин,2017-10-20 09:10:00,59.83845900000001,30.17426,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11379028,В Приморском районе Петербурга пресечена деятельность притона для занятий проституцией,2017-10-19 11:52:00,60.014286,30.253591,ст.6.11 (Занятие Проституцией); Кодекс Об Административных Правонарушениях; Россия
11378961,"Возбуждено уголовное дело по факту аварии, в которой погибла девочка",2017-10-19 11:47:00,60.07623830000001,30.121383,ст.264; Уголовный Кодекс; Россия
11369090,В Санкт-Петербурге полицейские изъяли почти 20 тонн стеклоомывателя на основе метанола,2017-10-18 09:24:00,59.9134639,30.3816374,ст.14.1 (Осуществление Предпринимательской Деятельности Без Государственной Регистрации Или Без Лицензии); Кодекс Об Административных Правонарушениях; Россия
11358520,"В Петербурге раскрыт уличный грабеж, совершенный более двух лет назад",2017-10-17 08:56:00,60.0666543,30.3040869,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11358383,В Кировском районе Петербурга раскрыта квартирная кража,2017-10-17 08:46:00,59.87904099999999,30.269393,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11358153,Полиция расследует кражу грузовиков в Выборгском районе Санкт-Петербурга,2017-10-17 08:22:00,60.07345189999999,30.329421,ч.4 ст.158 (Кража); Уголовный Кодекс; Россия
11358088,Во Фрунзенском районе Петербурга задержаны уличные грабители,2017-10-17 08:13:00,59.86224300000001,30.366574,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11351381,Полиция задержала подозреваемых в преступлении сексуального характера в отношении несовершеннолетней,2017-10-16 11:57:00,60.0571668,30.3717366,ч.3 ст.131 (Изнасилование); Уголовный Кодекс; Россия
11350870,"В Петербурге полицейские, применив табельное оружие, задержали нетрезвого водителя",2017-10-16 11:16:00,60.0034866,30.2950447,"ч.4 ст.12.15 (Нарушение Правил Расположения Транспортного Средства На Проезжей Части Дороги, Встречного Разъезда Или...); Кодекс Об Административных Правонарушениях; Россия"
11343131,Полицейские по «горячим» следам задержали автоугонщиков,2017-10-14 11:13:00,59.8432042,30.2524054,ст.158 (Кража); Уголовный Кодекс; Россия
11323026,"В Петербурге задержаны шестеро граждан, находящихся в межгосударственном розыске",2017-10-12 09:13:00,59.9916805,29.7902522,ч.3 ст.327 (Использование Заведомо Подложного Документа); Уголовный Кодекс; Россия
11312833,Полиция Петербурга устанавливает обстоятельства мошенничества в отношении пожилых людей,2017-10-11 09:17:00,59.9439155,30.4791466,ч.2 ст.159 (Мошенничество); Уголовный Кодекс; Россия
11304276,В Адмиралтейском районе Петербурга пресечена деятельность притона для занятий проституцией,2017-10-10 10:22:00,59.926489,30.324642,ст.6.11 (Занятие Проституцией); Кодекс Об Административных Правонарушениях; Россия
11303252,В Выборгском районе Петербурга задержаны подозреваемые в краже мопеда,2017-10-10 08:24:00,60.0467919,30.3281128,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11303159,Полиция расследует разбойное нападение на автозаправку в Приморском районе Петербурга,2017-10-10 08:10:00,59.992107,30.16445999999999,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11297979,В Кировском районе Петербурга полицейские закрыли притон для занятий проституцией,2017-10-09 14:12:00,59.8540133,30.2407856,ст.6.11 (Занятие Проституцией); Кодекс Об Административных Правонарушениях; Россия
11294440,В Невском районе задержан подозреваемый в заведомо ложном заминировании дома,2017-10-09 08:41:00,59.89283909999999,30.4759636,ст.20.1; Кодекс Об Административных Правонарушениях; Россия
11280552,В Кировском районе Петербурга полицейские расследуют мошенничество в отношении пожилого человека,2017-10-06 09:03:00,59.83221400000001,30.195115,ч.3 ст.159 (Мошенничество); Уголовный Кодекс; Россия
11272969,"Внимание, розыск!",2017-10-05 11:30:00,59.837182,30.3542893,ч.2 ст.131 (Изнасилование); Уголовный Кодекс; Россия
11272875,В Санкт-Петербурге раскрыто убийство 15-летней давности,2017-10-05 11:15:00,60.07623830000001,30.121383,ч.1 ст.105 (Убийство); Уголовный Кодекс; Россия
11259236,В Петербурге пресечен факт незаконного размещения торговых объектов под предлогом проведения культмассового мероприятия,2017-10-04 09:00:00,60.0192363,30.4040023,ст.7.1 (Самовольное Занятие Земельного Участка); Кодекс Об Административных Правонарушениях; Россия
11261560,В Калининском районе Санкт-Петербурга полиция расследует разбой в ломбарде,2017-10-04 08:22:00,60.04132790000001,30.39377409999999,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11259255,В Центральном районе Санкт-Петербурга полицейские ликвидировали притон для занятий проституцией,2017-10-03 17:30:00,59.94804550000001,30.3432489,ст.6.11 (Занятие Проституцией); Кодекс Об Административных Правонарушениях; Россия
11259233,В Санкт-Петербурге выявлены нарушения в сфере размещения рекламы,2017-10-03 17:24:00,59.86464050000001,30.5109408,ст.14.37 (Нарушения Требований к Установке и (Или) Эксплуатации Рекламной Конструкции); Кодекс Об Административных Правонарушениях; Россия
11254235,В Петербурге задержан подозреваемый в причастности к незаконному распространению наркотиков,2017-10-03 13:00:00,60.07623830000001,30.121383,ч.3 ст.30; Уголовный Кодекс; Россия
11237714,В Приморском районе задержан подозреваемый в незаконном хранении амфетамина,2017-09-30 10:23:00,60.07623830000001,30.121383,ч.3 ст.228 (Незаконное Хранение Наркотических Средств и Психотропных Веществ); Уголовный Кодекс; Россия
11226783,В центре Санкт-Петербурга полицейские обнаружили «резиновую» квартиру в расселенном доме,2017-09-29 09:27:00,59.94279029999999,30.3603416,ст.18.8 (Нарушение Иностранным Гражданином Или Лицом Без Гражданства Правил Въезда в Российскую Федерацию Либо...); Кодекс Об Административных Правонарушениях; Россия
11226209,Сотрудники полиции раскрыли ограбление прохожего в Центральном районе,2017-09-29 08:33:00,59.929883,30.354023,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11216905,По «горячим» следам полицейские Выборга задержали автоугонщика,2017-09-28 09:19:00,60.0431958,30.3175675,ч.1 ст.166 (Неправомерное Завладение Транспортным Средством Без Цели Хищения); Уголовный Кодекс; Россия
11210341,В Калининском районе по «горячим» следам задержан подозреваемый в нанесении травм подростку,2017-09-27 12:07:00,60.07623830000001,30.121383,ч.2 ст.111 (Умышленное Причинение Тяжкого Вреда Здоровью); Уголовный Кодекс; Россия
11209049,Сотрудники полиции задержали подозреваемого в жестоком убийстве в продуктовом магазине,2017-09-27 10:06:00,59.955836,30.328012,ч.1 ст.105 (Убийство); Уголовный Кодекс; Россия
11208221,Полицейские по «горячим» следам задержали автоугонщиков,2017-09-27 08:16:00,59.901383,30.471601,ч.3 ст.158 (Кража); Уголовный Кодекс; Россия
11205934,"Сотрудники полиции задержали злоумышленников, подозреваемых в грабежах в отношении пожилых женщин",2017-09-26 17:29:00,59.864098,30.306237,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11199401,Миграционный рейд выявил возможную противозаконную деятельность в сфере оформления документов,2017-09-26 09:22:00,59.9377535,30.3879333,ст.18.8; Кодекс Об Административных Правонарушениях; Россия
11199390,В Ломоносовском районе Ленобласти раскрыты кражи из автомобиля и трактора,2017-09-26 09:21:00,60.07623830000001,30.121383,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11199068,В Ленинградской области менее суток потребовалось полицейским для раскрытия особо тяжкого преступления,2017-09-26 08:50:00,60.07623830000001,30.121383,п.А ч.2 ст.126; Уголовный Кодекс; Россия
11179891,Полицейские в ходе профилактической операции выявили нарушения административного законодательства,2017-09-24 08:30:00,59.93301999999999,30.437563,"ст.14.2 (Незаконная Продажа Товаров, Свободная Реализация Которых Запрещена Или Ограничена); Кодекс Об Административных Правонарушениях; Россия"
11179825,В Московском районе Санкт-Петербурга полицейские закрыли очередной притон для занятий проституцией,2017-09-22 11:46:00,59.860369,30.32022,ст.6.11 (Занятие Проституцией); Кодекс Об Административных Правонарушениях; Россия
11177912,На Васильевском острове проведена проверка по выявлению нарушений в сфере миграционного законодательства,2017-09-22 09:05:00,59.92858200000001,30.240898,ч.3 ст.19.27 (Представление Ложных Сведений При Осуществлении Миграционного Учета); Кодекс Об Административных Правонарушениях; Россия
11174859,Полицейские демонтировали незаконно установленную рекламу корабля-ресторана в Петроградском районе,2017-09-21 17:08:00,59.96085789999999,30.3347963,ст.14.37 (Нарушения Требований к Установке и (Или) Эксплуатации Рекламной Конструкции); Кодекс Об Административных Правонарушениях; Россия
11174272,Полицейские изъяли 20 килограммов насвая из незаконного оборота,2017-09-21 16:13:00,59.9284874,30.3278806,ст.14.53 (Несоблюдение Ограничений и Нарушений Запретов в Сфере Торговли Табачной Продукцией); Кодекс Об Административных Правонарушениях; Россия
11159990,В Петербурге раскрыто ограбление случайной прохожей,2017-09-20 09:09:00,59.8319783,30.3849189,ч.2 ст.161 (Грабеж); Уголовный Кодекс; Россия
11151310,В Петербурге полицейские задержали подозреваемых в разбойном нападении,2017-09-19 08:36:00,59.855372,30.183528,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
11141716,В Ленинградской области сотрудники полиции по «горячим» следам раскрыли угон автомобиля,2017-09-18 09:05:00,60.07623830000001,30.121383,ч.1 ст.166 (Неправомерное Завладение Транспортным Средством Без Цели Хищения); Уголовный Кодекс; Россия
11136483,В отношении 23-летнего гражданина возбуждено уголовное дело за заведомо ложный донос,2017-09-16 10:14:00,59.93868999999999,30.374256,ч.1 ст.306; Уголовный Кодекс; Россия
11120142,В Металлострое обнаружен цех по производству контрафактного алкоголя,2017-09-15 13:00:00,60.07623830000001,30.121383,"п.5 ст.171.1 (Производство, Приобретение, Хранение, Перевозка в Целях Сбыта Или Продажа Немаркированной Алкогольной...); Уголовный Кодекс; Россия"
11116317,Полицейские изъяли из незаконной реализации тысячу пачек табака для кальяна,2017-09-13 17:07:00,59.925653,30.402818,"ст.14.2 (Незаконная Продажа Товаров, Свободная Реализация Которых Запрещена Или Ограничена); Кодекс Об Административных Правонарушениях; Россия"
11110223,За минувшие сутки в Петербурге двое пожилых людей стали жертвами мошенничества,2017-09-13 09:11:00,59.9821251,30.4110597,ч.2 ст.159 (Мошенничество); Уголовный Кодекс; Россия
11104177,В Петербурге полицейские устанавливают обстоятельства хищения двух дорогостоящих иномарок,2017-09-12 13:02:00,59.98934490000001,30.2560851,ч.4 ст.158 (Кража); Уголовный Кодекс; Россия
11100913,В Ленинградской области возбуждено уголовное дело в отношении участника смертельной аварии,2017-09-12 09:07:00,60.07623830000001,30.121383,ч.3 ст.264; Уголовный Кодекс; Россия
11100889,В Красносельском районе Петербурга по «горячим» следам раскрыто хищение иномарки,2017-09-12 09:04:00,59.85114239999999,30.2186631,ч.3 ст.158 (Кража); Уголовный Кодекс; Россия
11088239,В Ленинградской области задержан подозреваемый в преступлении сексуального характера,2017-09-10 11:10:00,59.9357625,30.3731249,ч.1 ст.131 (Изнасилование); Уголовный Кодекс; Россия
11082017,В Купчино пресечен очередной факт незаконного размещения торгового объекта,2017-09-10 10:00:00,59.8259853,30.410042,ст.7.1 (Самовольное Занятие Земельного Участка); Кодекс Об Административных Правонарушениях; Россия
11087944,"В Санкт-Петербурге ""по горячим следам"" задержан подозреваемый в умышленном причинении тяжкого вреда здоровью",2017-09-10 09:54:00,60.07623830000001,30.121383,ч.1 ст.111 (Умышленное Причинение Тяжкого Вреда Здоровью); Уголовный Кодекс; Россия
11067842,В Приморском районе Петербурга задержан подозреваемый в сексуальном преступлении,2017-09-07 11:41:00,60.07623830000001,30.121383,ч.2 ст.131 (Изнасилование); Уголовный Кодекс; Россия
11055748,Серию велосипедных краж раскрыли полицейские в Ленинградской области,2017-09-06 09:00:00,59.95516600000001,30.289185,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
11055713,В Санкт-Петербурге раскрыта серия квартирных краж,2017-09-06 08:57:00,59.99975849999999,30.2008463,ч.3 ст.158 (Кража); Уголовный Кодекс; Россия
11031871,"Задержан гражданин, находящийся в федеральном розыске",2017-09-03 11:23:00,60.07623830000001,30.121383,ч.4 ст.111 (Умышленное Причинение Тяжкого Вреда Здоровью); Уголовный Кодекс; Россия
11028410,В Санкт-Петербурге сотрудники полиции раскрыли угон автомобиля,2017-09-02 10:35:00,60.0545334,30.314511,ч.1 ст.166 (Неправомерное Завладение Автомобилем); Уголовный Кодекс; Россия
11019074,Полиция расследует ограбление продуктового магазина в Красносельском районе Петербурга,2017-09-01 09:49:00,59.85710029999999,30.1957534,ч.2 док.часть 161 (Грабеж); Уголовный Кодекс; Россия
11018542,Сотрудники полиции раскрыли хищение трех иномарок в Кировском районе Петербурга,2017-09-01 09:06:00,59.851333,30.266696,ч.3 ст.158 (Кража); Уголовный Кодекс; Россия
11016887,"Минувшей ночью на набережной Крюкова канала произошел инцидент, в ходе которого неизвестные повредили фасад здания",2017-08-31 21:24:00,59.92401099999999,30.2966464,ч.2 ст.213 (Хулиганство); Уголовный Кодекс; Россия
11010722,В Петербурге демонтированы незаконно установленные рекламные конструкции,2017-08-31 11:53:00,59.74980199999999,30.0925051,ст.14.37 (Нарушения Требований к Установке и (Или) Эксплуатации Рекламной Конструкции); Кодекс Об Административных Правонарушениях; Россия
11010715,Во Фрунзенском районе Санкт-Петербурга закрыт притон по оказанию интимных услуг,2017-08-31 11:52:00,59.837295,30.394045,ст.6.11 (Занятие Проституцией); Кодекс Об Административных Правонарушениях; Россия
10987907,Задержанный за разбойное нападение на магазин изобличен в еще одном преступлении,2017-08-29 09:14:00,60.07623830000001,30.121383,ч.1 ст.222 (Незаконное Хранение Боеприпасов); Уголовный Кодекс; Россия
10980649,В Центральном районе пресечена деятельность притона для занятий проституцией,2017-08-28 11:09:00,59.933654,30.344415,ст.6.11 (Занятие Проституцией); Кодекс Об Административных Правонарушениях; Россия
10979332,Полицейские задержали участников конфликта на Обводном канале,2017-08-28 09:13:00,59.9053815,30.2843285,ч.3 ст.111 (Умышленное Причинение Тяжкого Вреда Здоровью); Уголовный Кодекс; Россия
10977446,Полиция задержала подозреваемого в хищении грузового автомобиля,2017-08-27 14:01:00,59.85984299999999,30.22706,ч.4 ст.158 (Кража); Уголовный Кодекс
10977120,В Центральном районе «по горячим следам» раскрыт угон автомобиля,2017-08-27 10:40:00,59.94434500000001,30.392469,ч.1 ст.166 (Неправомерное Завладение Автомобилем Или Иным Транспортным Средством Без Цели Хищения); Уголовный Кодекс; Россия
10974964,"Задержан гражданин, совершивший поджог иномарки",2017-08-26 10:38:00,59.88255599999999,30.460318,ст.167 (Умышленные Уничтожение Или Повреждение Имущества); Уголовный Кодекс; Россия
10967025,В Петербурге задержан подозреваемый в незаконном хранении психостимуляторов,2017-08-25 09:08:00,60.07623830000001,30.121383,ч.2 ст.228 (Незаконное Хранение Наркотических Средств в Крупном Размере); Уголовный Кодекс; Россия
10966965,"Полиция разыскивает злоумышленников, похитивших крупную сумму денег у петербуржца",2017-08-25 09:02:00,60.0183705,30.3179297,ч.3 ст.161 (Грабеж); Уголовный Кодекс; Россия
10960235,В Московском районе Петербурга пресечен очередной факт незаконного размещения торгового объекта,2017-08-24 11:54:00,60.07623830000001,30.121383,ст.7.1 (Самовольное Занятие Земельного Участка); Кодекс Об Административных Правонарушениях; Россия
10959239,"В Петербурге пресечена деятельность автоугонщиков, специализировавшихся на кражах легковых автомобилей",2017-08-24 10:08:00,59.85915739999999,30.225254,ч.3 ст.158 (Кража); Уголовный Кодекс; Россия
10958783,В Кировском районе сотрудники полиции расследуют разбой в ювелирном магазине,2017-08-24 09:20:00,59.8341266,30.2032037,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
10958737,"В Петербурге задержана гражданка, три года разыскиваемая за экономическое преступление",2017-08-24 09:14:00,60.07623830000001,30.121383,ч.3 ст.160 (Присвоение Или Растрата); Уголовный Кодекс; Россия
10950599,В центре Петербурга полицейские обнаружили притон для занятий проституцией,2017-08-23 10:31:00,59.9648814,30.2989205,ст.6.11 (Занятие Проституцией); Кодекс Об Административных Правонарушениях; Россия
10942158,Полицейские изъяли контрафакт в торговом центре на юге Петербурга,2017-08-22 10:54:00,59.834165,30.204766,ст.14.10 (Незаконное Использование Средств Индивидуализации Товаров); Кодекс Об Административных Правонарушениях; Россия
10940985,По «горячим» следам полицейские раскрыли разбойное нападение на таксиста,2017-08-22 09:17:00,59.9342802,30.3350986,ч.2 ст.162 (Разбой); Уголовный Кодекс; Россия
10931929,В Московском районе Петербурга пресечены факты незаконного размещения торговых объектов,2017-08-21 09:07:00,59.8301269,30.3749288,ст.7.1 (Самовольное Занятие Земельного Участка); Кодекс Об Административных Правонарушениях; Россия
10927210,В Ленинградской области задержаны подозреваемые в краже иномарки с помощью эвакуатора,2017-08-19 11:24:00,60.07623830000001,30.121383,ч.4 ст.158 (Кража); Уголовный Кодекс; Россия
10896780,В Петергофе полицейские изъяли у водителя кокаин,2017-08-15 12:25:00,59.957726,30.297087,ч.1 ст.228 (Незаконное Хранение Наркотических Средств и Психотропных Веществ); Уголовный Кодекс; Россия
10895204,В отношении двух полицейских проводится служебная проверка,2017-08-15 10:14:00,60.07421119999999,30.2535895,ч.5 ст.290 (Получение Взятки); Уголовный Кодекс; Россия
10887205,"В Санкт-Петербурге задержан мужчина, подозреваемый в преступлении сексуального характера",2017-08-14 12:39:00,60.07623830000001,30.121383,ч.4 ст.132 (Насильственные Действия Сексуального Характера в Отношении Несовершеннолетней); Уголовный Кодекс; Россия
10885553,В складских помещениях на юге Петербурга проведен профилактический рейд,2017-08-14 11:04:00,60.07623830000001,30.121383,ст.18.10 (Незаконное Осуществление Иностранным Гражданином Трудовой Деятельности в Российской Федерации); Кодекс Об Административных Правонарушениях; Россия
10881371,«По горячим следам» раскрыт угон автомобиля в Санкт-Петербурге,2017-08-13 09:46:00,59.745692,30.6078898,ч.1 ст.166 (Неправомерное Завладение Автомобилем); Уголовный Кодекс; Россия
10878436,В Петербурге полиция задержала подозреваемого в краже кошелька у туриста,2017-08-12 10:49:00,59.93574,30.32577,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
10869210,На севере Петербурга полицейские задержали подозреваемого в незаконном хранении наркотиков,2017-08-11 09:09:00,60.05551500000001,30.3607943,ч.1 ст.228 (Незаконное Хранение Наркотических Средств и Психотропных Веществ); Уголовный Кодекс; Россия
10864837,Проводится проверка по факту возбуждения уголовного дела в отношении полицейского,2017-08-10 15:38:00,59.91535949999999,30.4914724,ч.3 ст.30; Уголовный Кодекс; Россия
10855039,На Васильевском острове полицейские задержали двух автоугонщиков,2017-08-09 13:09:00,59.94400700000001,30.234407,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
10853162,"В Санкт-Петербурге задержан гражданин, находящийся в федеральном розыске",2017-08-09 10:22:00,60.07623830000001,30.121383,ч.3 ст.228.1 (Незаконный Сбыт Наркотических Средств и Психотропных Веществ); Уголовный Кодекс; Россия
10853141,В Выборгском районе Петербурга задержали подозреваемого в краже автомобиля у своего родственника,2017-08-09 10:21:00,59.982951,30.344026,ч.4 ст.158 (Кража); Уголовный Кодекс; Россия
10846893,В Петербурге полицией раскрыто убийство двух женщин,2017-08-08 12:43:00,59.9311884,30.3743439,ч.2 ст.105 (Убийство); Уголовный Кодекс; Россия
10844419,В Санкт-Петербурге полицейские изъяли партию растительных наркотиков,2017-08-08 08:54:00,60.004198,30.301335,ч.4 ст.228.1 (Незаконный Сбыт Наркотических Средств и Психотропных Веществ); Уголовный Кодекс; Россия
10834679,"Возбуждено уголовное дело по факту дорожной аварии, в результате которой погибли люди",2017-08-06 13:18:00,60.07623830000001,30.121383,ч.5 ст.264; Уголовный Кодекс; Россия
10832267,Сотрудники полиции задержали подозреваемого в совершении разбойного нападени,2017-08-05 09:51:00,59.94721800000001,30.497165,ч.1 ст.162 (Разбой); Уголовный Кодекс; Россия
10832262,"В Санкт-Петербурге задержан гражданин, находящийся в федеральном розыске",2017-08-05 09:49:00,59.9252148,30.3496447,"ч.2 ст.228 (Незаконные Приобретение, Хранение и Изготовление Наркотиков); Уголовный Кодекс; Россия"
10825162,С поличным задержаны подозреваемые в краже у пожилой посетительницы отделения связи,2017-08-04 09:07:00,60.0545717,30.3293232,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
10817575,"В суд передано дело о ДТП, в котором погиб байкер",2017-08-03 09:36:00,59.98396899999999,30.427746,ч.3 ст.264; Уголовный Кодекс; Россия
10809825,В книжном магазине с поличным задержали «карманницу»,2017-08-02 09:01:00,60.01151899999999,30.398033,ч.2 ст.158 (Кража); Уголовный Кодекс; Россия
